x	y	key	showSelected1	showSelected2
0.1	0.0998334166468281	1	0.1	1
0.1	0.0998334166468281	1	0.1	2
10.0666444232592	-0.598691481919261	1	0.1	2
0.1	0.0998334166468281	1	0.1	3
10.0666444232592	-0.598691481919261	1	0.1	3
11.4045283629979	-0.91753723638326	1	0.1	3
0.1	0.0998334166468281	1	0.1	4
10.0666444232592	-0.598691481919261	1	0.1	4
11.4045283629979	-0.91753723638326	1	0.1	4
10.9711400980193	-0.999701500042192	1	0.1	4
0.1	0.0998334166468281	1	0.1	5
10.0666444232592	-0.598691481919261	1	0.1	5
11.4045283629979	-0.91753723638326	1	0.1	5
10.9711400980193	-0.999701500042192	1	0.1	5
10.9955791513708	-0.999999999988172	1	0.1	5
0.1	0.0998334166468281	1	0.1	6
10.0666444232592	-0.598691481919261	1	0.1	6
11.4045283629979	-0.91753723638326	1	0.1	6
10.9711400980193	-0.999701500042192	1	0.1	6
10.9955791513708	-0.999999999988172	1	0.1	6
10.9955742875643	-1	1	0.1	6
0.2	0.198669330795061	1	0.2	1
0.2	0.198669330795061	1	0.2	2
5.13315487558689	-0.912776370761293	1	0.2	2
0.2	0.198669330795061	1	0.2	3
5.13315487558689	-0.912776370761293	1	0.2	3
4.68566337940159	-0.999642892382379	1	0.2	3
0.2	0.198669330795061	1	0.2	4
5.13315487558689	-0.912776370761293	1	0.2	4
4.68566337940159	-0.999642892382379	1	0.2	4
4.71239534519233	-0.999999999979745	1	0.2	4
0.2	0.198669330795061	1	0.2	5
5.13315487558689	-0.912776370761293	1	0.2	5
4.68566337940159	-0.999642892382379	1	0.2	5
4.71239534519233	-0.999999999979745	1	0.2	5
4.71238898038469	-1	1	0.2	5
0.3	0.29552020666134	1	0.3	1
0.3	0.29552020666134	1	0.3	2
3.53272814376583	-0.381238394953024	1	0.3	2
0.3	0.29552020666134	1	0.3	3
3.53272814376583	-0.381238394953024	1	0.3	3
5.95765904190759	-0.319807457284175	1	0.3	3
0.3	0.29552020666134	1	0.3	4
3.53272814376583	-0.381238394953024	1	0.3	4
5.95765904190759	-0.319807457284175	1	0.3	4
2.99499343643595	0.146074679085186	1	0.3	4
0.3	0.29552020666134	1	0.3	5
3.53272814376583	-0.381238394953024	1	0.3	5
5.95765904190759	-0.319807457284175	1	0.3	5
2.99499343643595	0.146074679085186	1	0.3	5
-0.785398163397448	0.59381830349462	1	0.3	5
0.3	0.29552020666134	1	0.3	6
3.53272814376583	-0.381238394953024	1	0.3	6
5.95765904190759	-0.319807457284175	1	0.3	6
2.99499343643595	0.146074679085186	1	0.3	6
-0.785398163397448	0.59381830349462	1	0.3	6
-0.785398163397448	0.913105916282793	1	0.3	6
0.3	0.29552020666134	1	0.3	7
3.53272814376583	-0.381238394953024	1	0.3	7
5.95765904190759	-0.319807457284175	1	0.3	7
2.99499343643595	0.146074679085186	1	0.3	7
-0.785398163397448	0.59381830349462	1	0.3	7
-0.785398163397448	0.913105916282793	1	0.3	7
-0.785398163397448	0.99964719121169	1	0.3	7
0.3	0.29552020666134	1	0.3	8
3.53272814376583	-0.381238394953024	1	0.3	8
5.95765904190759	-0.319807457284175	1	0.3	8
2.99499343643595	0.146074679085186	1	0.3	8
-0.785398163397448	0.59381830349462	1	0.3	8
-0.785398163397448	0.913105916282793	1	0.3	8
-0.785398163397448	0.99964719121169	1	0.3	8
-0.785398163397448	0.999999999980468	1	0.3	8
0.3	0.29552020666134	1	0.3	9
3.53272814376583	-0.381238394953024	1	0.3	9
5.95765904190759	-0.319807457284175	1	0.3	9
2.99499343643595	0.146074679085186	1	0.3	9
