x	xend	y	yend	showSelected1	PANEL
5.5	-0.628318530717959	4.71238898038469	4.71238898038469	5.5	2
5.6	-0.628318530717959	4.71238898038469	4.71238898038469	5.6	2
5.7	-0.628318530717959	4.71238898038469	4.71238898038469	5.7	2
5.8	-0.628318530717959	4.71238898038469	4.71238898038469	5.8	2
5.9	-0.628318530717959	7.85398163397448	7.85398163397448	5.9	2
6	-0.628318530717959	1.5707963267949	1.5707963267949	6	2
6.1	-0.628318530717959	1.5707963267949	1.5707963267949	6.1	2
6.2	-0.628318530717959	-0.628318530717959	-0.628318530717959	6.2	2
6.3	-0.628318530717959	13.1946891450771	13.1946891450771	6.3	2
6.4	-0.628318530717959	13.1946891450771	13.1946891450771	6.4	2
6.5	-0.628318530717959	10.9955742875643	10.9955742875643	6.5	2
6.6	-0.628318530717959	13.1946891450771	13.1946891450771	6.6	2
6.7	-0.628318530717959	7.85398163397448	7.85398163397448	6.7	2
6.8	-0.628318530717959	7.85398163397448	7.85398163397448	6.8	2
6.9	-0.628318530717959	7.85398163397448	7.85398163397448	6.9	2
7	-0.628318530717959	7.85398163397448	7.85398163397448	7	2
7.1	-0.628318530717959	7.85398163397448	7.85398163397448	7.1	2
7.2	-0.628318530717959	7.85398163397448	7.85398163397448	7.2	2
7.3	-0.628318530717959	7.85398163397448	7.85398163397448	7.3	2
7.4	-0.628318530717959	7.85398163397448	7.85398163397448	7.4	2
7.5	-0.628318530717959	7.85398163397448	7.85398163397448	7.5	2
7.6	-0.628318530717959	7.85398163397448	7.85398163397448	7.6	2
7.7	-0.628318530717959	7.85398163397448	7.85398163397448	7.7	2
7.8	-0.628318530717959	7.85398163397448	7.85398163397448	7.8	2
7.9	-0.628318530717959	7.85398163397448	7.85398163397448	7.9	2
8	-0.628318530717959	7.85398163397448	7.85398163397448	8	2
8.1	-0.628318530717959	7.85398163397448	7.85398163397448	8.1	2
8.2	-0.628318530717959	7.85398163397448	7.85398163397448	8.2	2
8.3	-0.628318530717959	7.85398163397448	7.85398163397448	8.3	2
8.4	-0.628318530717959	7.85398163397448	7.85398163397448	8.4	2
8.5	-0.628318530717959	7.85398163397448	7.85398163397448	8.5	2
8.6	-0.628318530717959	7.85398163397448	7.85398163397448	8.6	2
8.7	-0.628318530717959	7.85398163397448	7.85398163397448	8.7	2
8.8	-0.628318530717959	7.85398163397448	7.85398163397448	8.8	2
8.9	-0.628318530717959	7.85398163397448	7.85398163397448	8.9	2
9	-0.628318530717959	7.85398163397448	7.85398163397448	9	2
9.1	-0.628318530717959	13.1946891450771	13.1946891450771	9.1	2
9.2	-0.628318530717959	4.71238898038469	4.71238898038469	9.2	2
9.3	-0.628318530717959	1.5707963267949	1.5707963267949	9.3	2
9.4	-0.628318530717959	-0.628318530717959	-0.628318530717959	9.4	2
9.5	-0.628318530717959	13.1946891450771	13.1946891450771	9.5	2
9.6	-0.628318530717959	13.1946891450771	13.1946891450771	9.6	2
9.7	-0.628318530717959	13.1946891450771	13.1946891450771	9.7	2
9.8	-0.628318530717959	7.85398163397448	7.85398163397448	9.8	2
9.9	-0.628318530717959	10.9955742875643	10.9955742875643	9.9	2
10	-0.628318530717959	10.9955742875643	10.9955742875643	10	2
10.1	-0.628318530717959	10.9955742875643	10.9955742875643	10.1	2
10.2	-0.628318530717959	10.9955742875643	10.9955742875643	10.2	2
10.3	-0.628318530717959	10.9955742875643	10.9955742875643	10.3	2
10.4	-0.628318530717959	10.9955742875643	10.9955742875643	10.4	2
10.5	-0.628318530717959	10.9955742875643	10.9955742875643	10.5	2
10.6	-0.628318530717959	10.9955742875643	10.9955742875643	10.6	2
10.7	-0.628318530717959	10.9955742875643	10.9955742875643	10.7	2
10.8	-0.628318530717959	10.9955742875643	10.9955742875643	10.8	2
10.9	-0.628318530717959	10.9955742875643	10.9955742875643	10.9	2
11	-0.628318530717959	10.9955742875643	10.9955742875643	11	2
11.1	-0.628318530717959	10.9955742875643	10.9955742875643	11.1	2
11.2	-0.628318530717959	10.9955742875643	10.9955742875643	11.2	2
11.3	-0.628318530717959	10.9955742875643	10.9955742875643	11.3	2
11.4	-0.628318530717959	10.9955742875643	10.9955742875643	11.4	2
11.5	-0.628318530717959	10.9955742875643	10.9955742875643	11.5	2
11.6	-0.628318530717959	10.9955742875643	10.9955742875643	11.6	2
11.7	-0.628318530717959	10.9955742875643	10.9955742875643	11.7	2
11.8	-0.628318530717959	10.9955742875643	10.9955742875643	11.8	2
11.9	-0.628318530717959	10.9955742875643	10.9955742875643	11.9	2
12	-0.628318530717959	10.9955742875643	10.9955742875643	12	2
12.1	-0.628318530717959	10.9955742875643	10.9955742875643	12.1	2
12.2	-0.628318530717959	10.9955742875643	10.9955742875643	12.2	2
12.3	-0.628318530717959	7.85398163397448	7.85398163397448	12.3	2
12.4	-0.628318530717959	13.1946891450771	13.1946891450771	12.4	2
12.5	-0.628318530717959	-0.628318530717959	-0.628318530717959	12.5	2
