x	y	showSelected1	PANEL
0.1	0.0998334166468281	0.1	4
0.2	0.198669330795061	0.2	4
0.3	0.29552020666134	0.3	4
0.4	0.389418342308651	0.4	4
0.5	0.479425538604203	0.5	4
0.6	0.564642473395035	0.6	4
0.7	0.644217687237691	0.7	4
0.8	0.717356090899523	0.8	4
0.9	0.783326909627483	0.9	4
1	0.841470984807897	1	4
1.1	0.891207360061435	1.1	4
1.2	0.932039085967226	1.2	4
1.3	0.963558185417193	1.3	4
1.4	0.98544972998846	1.4	4
1.5	0.997494986604054	1.5	4
1.6	0.999573603041505	1.6	4
1.7	0.991664810452469	1.7	4
1.8	0.973847630878195	1.8	4
1.9	0.946300087687414	1.9	4
2	0.909297426825682	2	4
2.1	0.863209366648874	2.1	4
2.2	0.80849640381959	2.2	4
2.3	0.74570521217672	2.3	4
2.4	0.675463180551151	2.4	4
2.5	0.598472144103957	2.5	4
2.6	0.515501371821464	2.6	4
2.7	0.42737988023383	2.7	4
2.8	0.334988150155905	2.8	4
2.9	0.239249329213982	2.9	4
3	0.141120008059867	3	4
3.1	0.0415806624332905	3.1	4
3.2	-0.0583741434275801	3.2	4
3.3	-0.157745694143249	3.3	4
3.4	-0.255541102026832	3.4	4
3.5	-0.35078322768962	3.5	4
3.6	-0.442520443294853	3.6	4
3.7	-0.529836140908493	3.7	4
3.8	-0.611857890942719	3.8	4
3.9	-0.687766159183974	3.9	4
4	-0.756802495307928	4	4
4.1	-0.818277111064411	4.1	4
4.2	-0.871575772413588	4.2	4
4.3	-0.916165936749455	4.3	4
4.4	-0.951602073889516	4.4	4
4.5	-0.977530117665097	4.5	4
4.6	-0.993691003633464	4.6	4
4.7	-0.999923257564101	4.7	4
4.8	-0.996164608835841	4.8	4
4.9	-0.982452612624332	4.9	4
5	-0.958924274663138	5	4
5.1	-0.925814682327732	5.1	4
5.2	-0.883454655720153	5.2	4
5.3	-0.832267442223901	5.3	4
5.4	-0.772764487555987	5.4	4
5.5	-0.705540325570392	5.5	4
5.6	-0.631266637872321	5.6	4
5.7	-0.550685542597638	5.7	4
5.8	-0.464602179413757	5.8	4
5.9	-0.373876664830236	5.9	4
6	-0.279415498198926	6	4
6.1	-0.182162504272095	6.1	4
6.2	-0.0830894028174964	6.2	4
6.3	0.0168139004843506	6.3	4
6.4	0.116549204850494	6.4	4
6.5	0.215119988087816	6.5	4
6.6	0.311541363513379	6.6	4
6.7	0.404849920616598	6.7	4
6.8	0.494113351138609	6.8	4
6.9	0.5784397643882	6.9	4
7	0.656986598718789	7	4
7.1	0.728969040125877	7.1	4
7.2	0.793667863849153	7.2	4
7.3	0.850436620628565	7.3	4
7.4	0.898708095811627	7.4	4
7.5	0.937999976774739	7.5	4
7.6	0.967919672031486	7.6	4
7.7	0.988168233877	7.7	4
7.8	0.998543345374605	7.8	4
7.9	0.998941341839772	7.9	4
8	0.989358246623382	8	4
8.1	0.969889810845086	8.1	4
8.2	0.940730556679773	8.2	4
8.3	0.902171833756293	8.3	4
8.4	0.854598908088281	8.4	4
8.5	0.79848711262349	8.5	4
8.6	0.734397097874113	8.6	4
8.7	0.662969230082182	8.7	4
8.8	0.584917192891762	8.8	4
8.9	0.501020856457885	8.9	4
9	0.412118485241757	9	4
9.1	0.319098362349352	9.1	4
9.2	0.222889914100246	9.2	4
9.3	0.124454423507062	9.3	4
9.4	0.0247754254533578	9.4	4
9.5	-0.0751511204618093	9.5	4
9.6	-0.174326781222981	9.6	4
9.7	-0.271760626410944	9.7	4
9.8	-0.366479129251928	9.8	4
9.9	-0.457535893775321	9.9	4
10	-0.54402111088937	10	4
10.1	-0.625070648892883	10.1	4
10.2	-0.699874687593544	10.2	4
10.3	-0.767685809763583	10.3	4
10.4	-0.827826469085654	10.4	4
10.5	-0.87969575997167	10.5	4
10.6	-0.922775421612807	10.6	4
10.7	-0.956635016270188	10.7	4
10.8	-0.980936230066492	10.8	4
10.9	-0.995436253306377	10.9	4
11	-0.999990206550703	11	4
11.1	-0.994552588203989	11.1	4
11.2	-0.979177729151317	11.2	4
11.3	-0.954019249902089	11.3	4
11.4	-0.919328525664676	11.4	4
11.5	-0.875452174688429	11.5	4
11.6	-0.822828594968708	11.6	4
11.7	-0.761983583919032	11.7	4
11.8	-0.693525084777122	11.8	4
11.9	-0.618137112237033	11.9	4
12	-0.536572918000435	12	4
12.1	-0.4496474645346	12.1	4
12.2	-0.358229282236827	12.2	4
12.3	-0.263231791365801	12.3	4
12.4	-0.165604175448309	12.4	4
12.5	-0.0663218973512007	12.5	4
12.6	0.0336230472211385	12.6	4
12.7	0.133232041419944	12.7	4
12.8	0.231509825101539	12.8	4
12.9	0.327474439137693	12.9	4
13	0.420167036826641	13	4
13.1	0.508661464372375	13.1	4
13.2	0.592073514707225	13.2	4
13.3	0.669569762196602	13.3	4
13.4	0.740375889952449	13.4	4
13.5	0.803784426551621	13.5	4
13.6	0.859161814856497	13.6	4
13.7	0.905954742308463	13.7	4
13.8	0.943695669444105	13.8	4
13.9	0.972007501394976	13.9	4
14	0.99060735569487	14	4
14.1	0.999309388747918	14.1	4
14.2	0.998026652716362	14.2	4
14.3	0.986771964274613	14.3	4
14.4	0.965657776549277	14.4	4
14.5	0.934895055524683	14.5	4
14.6	0.894791172140504	14.6	4
14.7	0.845746831142933	14.7	4
14.8	0.788252067375316	14.8	4
14.9	0.722881349511976	14.9	4
15	0.650287840157117	15	4
15.1	0.571196869659987	15.1	4
15.2	0.486398688853798	15.2	4
15.3	0.396740573130612	15.3	4
15.4	0.303118356745702	15.4	4
15.5	0.206467481937797	15.5	4
15.6	0.107753652299442	15.6	4
15.7	0.00796318378593557	15.7	4
