x	y	showSelected1	PANEL
4	-0.231693663137658	3.5	1
5	-1.01202933202947	3.5	1
6	-3.50949566056066	3.5	1
7	-11.0056125467968	3.5	1
8	-16.2130334872384	3.5	1
1	-0.0473245386549783	3.6	1
2	-0.101270758428897	3.6	1
3	-0.427261270037541	3.6	1
4	-1.7005834029568	3.6	1
5	-5.57871624758911	3.6	1
6	-15.7359122325188	3.6	1
1	-0.0715529205525737	3.7	1
2	-0.255751496581223	3.7	1
3	-1.10395666730656	3.7	1
4	-3.78656292644918	3.7	1
5	-11.8368660315275	3.7	1
6	-15.7359122325188	3.7	1
1	-0.10184124447148	3.8	1
2	-0.430347408254269	3.8	1
3	-1.71072057360153	3.8	1
4	-5.60913484018776	3.8	1
5	-15.7359122325188	3.8	1
1	-0.139103876935042	3.9	1
2	-0.618494247270939	3.9	1
3	-2.30935416064375	3.9	1
4	-7.40517433709958	3.9	1
5	-15.7359122325188	3.9	1
1	-0.184658972895125	4	1
2	-0.82181310119797	4	1
3	-2.93359028188916	4	1
4	-9.27789192320216	4	1
5	-15.7359122325188	4	1
1	-0.240465147930587	4.1	1
2	-1.04590237167363	4.1	1
3	-3.61165307950464	4.1	1
4	-11.312102047382	4.1	1
5	-15.7359122325188	4.1	1
1	-0.309572811537414	4.2	1
2	-1.30025400709449	4.2	1
3	-4.37690152402573	4.2	1
4	-13.6075615060178	4.2	1
5	-15.7359122325188	4.2	1
1	-0.397073184250266	4.3	1
2	-1.60062363923192	4.3	1
3	-5.2787461919641	4.3	1
4	-15.7359122325188	4.3	1
1	-0.512390988435992	4.4	1
2	-1.97574168150034	4.4	1
3	-6.40430259077558	4.4	1
4	-15.7359122325188	4.4	1
1	-0.676138047644546	4.5	1
2	-2.48781655371727	4.5	1
3	-7.94056677235559	4.5	1
4	-15.7359122325188	4.5	1
1	-0.950190936779304	4.6	1
2	-3.32275010404456	4.6	1
3	-10.4453742668964	4.6	1
4	-15.7359122325188	4.6	1
1	-1.90697554447148	4.7	1
2	-6.19798789464814	4.7	1
3	-15.7359122325188	4.7	1
1	-1.05799699256858	4.8	1
2	-3.64810955023809	4.8	1
3	-11.4214999873907	4.8	1
4	-15.7359122325188	4.8	1
1	-0.72929236067121	4.9	1
2	-2.65118759079896	4.9	1
3	-8.43068211973051	4.9	1
4	-15.7359122325188	4.9	1
1	-0.547198555424612	5	1
2	-2.08609061549257	5	1
3	-6.7353668075131	5	1
4	-15.7359122325188	5	1
1	-0.422533772918138	5.1	1
2	-1.6850268579806	5.1	1
3	-5.53203508279087	5.1	1
4	-15.7359122325188	5.1	1
1	-0.329274950934276	5.2	1
2	-1.36957834601028	5.2	1
3	-4.58514307684487	5.2	1
4	-14.2586307983697	5.2	1
5	-15.7359122325188	5.2	1
1	-0.25619688285829	5.3	1
2	-1.10563072991069	5.3	1
3	-3.79160381411536	5.3	1
4	-11.8519621318318	5.3	1
5	-15.7359122325188	5.3	1
1	-0.197436376360955	5.4	1
2	-0.875109407950179	5.4	1
3	-3.09544705594769	5.4	1
4	-9.76346259782701	5.4	1
5	-15.7359122325188	5.4	1
1	-0.149556090080945	5.5	1
2	-0.667299869542478	5.5	1
3	-2.46055036389459	5.5	1
4	-7.85876766906505	5.5	1
5	-15.7359122325188	5.5	1
1	-0.110381306221347	5.6	1
2	-0.475724790223402	5.6	1
3	-1.85827070775925	5.6	1
4	-6.05185829825965	5.6	1
5	-15.7359122325188	5.6	1
1	-0.0784629345967839	5.7	1
2	-0.297617469964807	5.7	1
3	-1.25759233116654	5.7	1
4	-4.24870307706319	5.7	1
5	-13.2203137619963	5.7	1
6	-15.7359122325188	5.7	1
1	-0.0528018624733295	5.8	1
2	-0.136660595613107	5.8	1
3	-0.606866837066709	5.8	1
4	-2.27315686885839	5.8	1
5	-7.29658074989914	5.8	1
6	-15.7359122325188	5.8	1
1	-0.0326961814625299	5.9	1
2	-0.016965623499674	5.9	1
3	-0.0970935730099184	5.9	1
4	-0.404444595580326	5.9	1
5	-1.62517304616242	5.9	1
6	-5.35242071405909	5.9	1
7	-15.5140634829024	5.9	1
1	-0.0176517377997329	6	1
2	-0.0769702207951374	6	1
3	-0.288678532587162	6	1
4	-1.22537128175015	6	1
5	-4.15184845152864	6	1
6	-12.9328017700602	6	1
7	-16.2130334872384	6	1
1	-0.00732790086656264	6.1	1
2	-0.117251523956661	6.1	1
3	-0.511175261566507	6.1	1
4	-1.97186828723365	6.1	1
5	-6.39268162142385	6.1	1
6	-16.2130334872384	6.1	1
1	-0.00150435063260782	6.2	1
2	-0.0542686488012109	6.2	1
3	-0.146165915887475	6.2	1
4	-0.651630255692023	6.2	1
5	-2.41212784669633	6.2	1
6	-7.71349894421676	6.2	1
7	-15.7359122325188	6.2	1
1	-6.13977784329671e-05	6.3	1
2	-0.00939490512792635	6.3	1
3	-0.605594763951643	6.3	1
4	-2.26919221265136	6.3	1
5	-7.28468658300664	6.3	1
6	-14.5314919618792	6.3	1
1	-0.00296988371053075	6.4	1
2	-0.150937474089296	6.4	1
3	-0.67364240694012	6.4	1
4	-2.48012060500186	6.4	1
5	-7.91747880032801	6.4	1
6	-15.2587909777991	6.4	1
1	-0.0102887829313589	6.5	1
2	-1.35511027648381	6.5	1
3	-4.54168968685552	6.5	1
4	-14.0729802955534	6.5	1
5	-15.3679354472242	6.5	1
1	-0.0221700778265179	6.6	1
2	-0.0111192282847137	6.6	1
3	-0.906458324521093	6.6	1
4	-3.19044162850897	6.6	1
5	-10.0484417611892	6.6	1
6	-15.2587909777991	6.6	1
1	-0.0388717864358834	6.7	1
2	-0.049012078924488	6.7	1
3	-0.112130541118095	6.7	1
4	-0.48483667454093	6.7	1
5	-1.8875950275221	6.7	1
6	-6.13984074273026	6.7	1
7	-15.5140634829024	6.7	1
1	-0.0607816178014915	6.8	1
2	-0.188132670966162	6.8	1
3	-0.836438841738062	6.8	1
4	-2.97805737111982	6.8	1
5	-9.4112933757941	6.8	1
6	-15.5140634829024	6.8	1
1	-0.0884561741054591	6.9	1
2	-0.355984191390131	6.9	1
3	-1.46184987928853	6.9	1
4	-4.86220470959774	6.9	1
5	-14.9228756556869	6.9	1
6	-15.5140634829024	6.9	1
1	-0.122684958044183	7	1
2	-0.53859653056797	7	1
3	-2.05891418493592	7	1
4	-6.65383400921328	7	1
5	-15.5140634829024	7	1
1	-0.164596940097162	7.1	1
2	-0.735123386859383	7.1	1
3	-2.66905221706699	7.1	1
4	-8.48427612794347	7.1	1
5	-15.5140634829024	7.1	1
1	-0.215845549181865	7.2	1
2	-0.949669645993354	7.2	1
3	-3.32117428184129	7.2	1
4	-10.4406410896218	7.2	1
5	-15.5140634829024	7.2	1
1	-0.278950257955668	7.3	1
2	-1.18996663633582	7.3	1
3	-4.04538850041914	7.3	1
4	-12.6127117929632	7.3	1
5	-15.5140634829024	7.3	1
1	-0.357983531157072	7.4	1
2	-1.46868599935407	7.4	1
3	-4.88272752470733	7.4	1
4	-15.2350569940566	7.4	1
5	-15.5140634829024	7.4	1
1	-0.460127190152267	7.5	1
2	-1.80785104853158	7.5	1
3	-5.90057969569163	7.5	1
4	-15.5140634829024	7.5	1
1	-0.599876916654297	7.6	1
2	-2.25135998301976	7.6	1
3	-7.23118892061537	7.6	1
4	-15.5140634829024	7.6	1
1	-0.81424864651439	7.7	1
2	-2.91057555741359	7.7	1
3	-9.20884727560191	7.7	1
4	-15.5140634829024	7.7	1
1	-1.26796491794694	7.8	1
2	-4.27987665772352	7.8	1
3	-13.3163426191526	7.8	1
4	-15.5140634829024	7.8	1
1	-1.33722210022728	7.9	1
2	-4.48795963242151	7.9	1
3	-13.9492272026951	7.9	1
4	-15.5140634829024	7.9	1
1	-0.837136905764723	8	1
2	-2.98017871651792	8	1
3	-9.41765713177223	8	1
4	-15.5140634829024	8	1
1	-0.613422291182582	8.1	1
2	-2.29357378100378	8.1	1
3	-7.35783248216621	8.1	1
4	-15.5140634829024	8.1	1
1	-0.469601953968772	8.2	1
2	-1.83851295787899	8.2	1
3	-5.99257789629952	8.2	1
4	-15.5140634829024	8.2	1
1	-0.365143170247321	8.3	1
2	-1.49309126439646	8.3	1
3	-4.95599136261289	8.3	1
4	-15.5140634829024	8.3	1
1	-0.284591166155849	8.4	1
2	-1.21054024728158	8.4	1
3	-4.10725716662135	8.4	1
4	-12.7978112458586	8.4	1
5	-15.5140634829024	8.4	1
1	-0.220394921999258	8.5	1
2	-0.967732203519587	8.5	1
3	-3.3757595628771	8.5	1
4	-10.6043984512128	8.5	1
5	-15.5140634829024	8.5	1
1	-0.168309322884743	8.6	1
2	-0.751469565641583	8.6	1
3	-2.71907914658741	8.6	1
4	-8.6343573244965	8.6	1
5	-15.5140634829024	8.6	1
1	-0.125723116983229	8.7	1
2	-0.553705939974225	8.7	1
3	-2.10661128761017	8.7	1
4	-6.79693119457131	8.7	1
5	-15.5140634829024	8.7	1
1	-0.0909293391582615	8.8	1
2	-0.370042221184054	8.8	1
3	-1.50972532487996	8.8	1
4	-5.00592332534094	8.8	1
5	-15.2350569940566	8.8	1
6	-15.5140634829024	8.8	1
1	-0.062765440003864	8.9	1
2	-0.200781484873636	8.9	1
3	-0.888843434202119	8.9	1
4	-3.1370815153443	8.9	1
5	-9.88836628239901	8.9	1
6	-15.5140634829024	8.9	1
1	-0.0404195286542807	9	1
2	-0.0581383325458434	9	1
3	-0.171168604165841	9	1
4	-0.763960800347041	9	1
5	-2.75725820356804	9	1
6	-8.74889456387854	9	1
7	-15.5140634829024	9	1
1	-0.0233192200616753	9.1	1
2	-0.00511546207201122	9.1	1
3	-0.0266839093637016	9.1	1
4	-0.000184183551032537	9.1	1
5	-0.00870196205830654	9.1	1
6	-0.377594990549915	9.1	1
7	-1.53526974453526	9.1	1
8	-5.08259809599272	9.1	1
9	-15.1334519033351	9.1	1
1	-0.0110650456431825	9.2	1
2	-0.944203673461604	9.2	1
3	-3.30464930195599	9.2	1
4	-10.3910726784603	9.2	1
5	-15.7359122325188	9.2	1
1	-0.00338969227267004	9.3	1
2	-0.617982702570789	9.3	1
3	-2.30776321970016	9.3	1
4	-7.40040143929373	9.3	1
5	-16.2130334872384	9.3	1
1	-0.000133330614780221	9.4	1
2	-0.0489105219189551	9.4	1
3	-0.111475325038595	9.4	1
4	-0.481430624679314	9.4	1
5	-1.87664429484943	9.4	1
6	-6.10698515175855	9.4	1
7	-15.2125531260768	9.4	1
1	-0.0012298567016509	9.5	1
2	-0.147216219385593	9.5	1
3	-0.656500818767752	9.5	1
4	-2.42719041241179	9.5	1
5	-7.75868699826596	9.5	1
6	-15.0665622822376	9.5	1
1	-0.00670141822363608	9.6	1
2	-0.0475473969234441	9.6	1
3	-0.10270105604494	9.6	1
4	-0.434985354476318	9.6	1
5	-1.72592859887775	9.6	1
6	-5.65476893745838	9.6	1
7	-15.2587909777991	9.6	1
1	-0.016660234352513	9.7	1
2	-0.107460518817532	9.7	1
3	-0.460374685638801	9.7	1
4	-1.8086533821951	9.7	1
5	-5.90298704610343	9.7	1
6	-15.2587909777991	9.7	1
1	-0.0313180350927709	9.8	1
2	-0.011341646994876	9.8	1
3	-0.781274352464848	9.8	1
4	-2.81011012140907	9.8	1
5	-8.90745057802369	9.8	1
6	-15.5140634829024	9.8	1
1	-0.0510048671438755	9.9	1
2	-0.125015976074122	9.9	1
3	-0.550203071309706	9.9	1
4	-2.09556918773148	9.9	1
5	-6.76380364783364	9.9	1
6	-15.3679354472242	9.9	1
1	-0.0762010149054333	10	1
2	-0.284049588818112	10	1
3	-1.20857036986379	10	1
4	-4.10133398027538	10	1
5	-12.7808615270446	10	1
6	-15.3679354472242	10	1
1	-0.107589156691209	10.1	1
2	-0.46105436727576	10.1	1
3	-1.8108563900001	10.1	1
4	-5.90959702219779	10.1	1
5	-15.3679354472242	10.1	1
1	-0.146140233948981	10.2	1
2	-0.651510979041647	10.2	1
3	-2.41175884189997	10.2	1
4	-7.71239190794201	10.2	1
5	-15.3679354472242	10.2	1
1	-0.193259593086047	10.3	1
2	-0.857836713767692	10.3	1
3	-3.04304421372409	10.3	1
4	-9.6062544999196	10.3	1
5	-15.3679354472242	10.3	1
1	-0.251049325924614	10.4	1
2	-1.0862242572464	10.4	1
3	-3.73315845728105	10.4	1
4	-11.6764734630719	10.4	1
5	-15.3679354472242	10.4	1
1	-0.322815752118434	10.5	1
2	-1.34697771504989	10.5	1
3	-4.51726288185232	10.5	1
4	-13.9901443700822	10.5	1
5	-15.3679354472242	10.5	1
1	-0.414157946036264	10.6	1
2	-1.6573792403221	10.6	1
3	-5.4490695837539	10.6	1
4	-15.3679354472242	10.6	1
1	-0.535675495375475	10.7	1
2	-2.04967225718711	10.7	1
3	-6.62610692951492	10.7	1
4	-15.3679354472242	10.7	1
1	-0.711460358386003	10.8	1
2	-2.59648927815799	10.8	1
3	-8.26658660916655	10.8	1
4	-15.3679354472242	10.8	1
1	-1.02032030520945	10.9	1
2	-3.53450826197276	10.9	1
3	-11.0806657579931	10.9	1
4	-15.3679354472242	10.9	1
1	-2.35401822588056	11	1
2	-7.53916826809316	11	1
3	-15.3679354472242	11	1
1	-0.981982150856369	11.1	1
2	-3.41880033669335	11.1	1
3	-10.7335300524265	11.1	1
4	-15.3679354472242	11.1	1
1	-0.692493556646688	11.2	1
2	-2.53819282494551	11.2	1
3	-8.09169644250019	11.2	1
4	-15.3679354472242	11.2	1
1	-0.523247555200942	11.3	1
2	-2.01027147142234	11.3	1
3	-6.5078983875945	11.3	1
4	-15.3679354472242	11.3	1
1	-0.405065343967553	11.4	1
2	-1.62723601361003	11.4	1
3	-5.35861169409556	11.4	1
4	-15.3679354472242	11.4	1
1	-0.315778928655871	11.5	1
2	-1.32221719522977	11.5	1
3	-4.44288562533657	11.5	1
4	-13.7847373186335	11.5	1
5	-15.3679354472242	11.5	1
1	-0.245430268951991	11.6	1
2	-1.06488996668097	11.6	1
3	-3.66888260055195	11.6	1
4	-11.4837111199623	11.6	1
5	-15.3679354472242	11.6	1
1	-0.188695615303025	11.7	1
2	-0.838799212703695	11.7	1
3	-2.98522994080434	11.7	1
4	-9.4328112004453	11.7	1
5	-15.3679354472242	11.7	1
1	-0.142406716273744	11.8	1
2	-0.634077018448438	11.8	1
3	-2.35775247110121	11.8	1
4	-7.55037114239591	11.8	1
5	-15.3679354472242	11.8	1
1	-0.104538614442731	11.9	1
2	-0.44484423873182	11.9	1
3	-1.75815437818888	11.9	1
4	-5.75146532646629	11.9	1
5	-15.3679354472242	11.9	1
1	-0.0737327078821612	12	1
2	-0.269091851393896	12	1
3	-1.15370227539392	12	1
4	-3.93629801748253	12	1
5	-12.2854459533205	12	1
6	-15.3679354472242	12	1
1	-0.0490483140536954	12.1	1
2	-0.112364362563345	12.1	1
3	-0.486050143486126	12.1	1
4	-1.89149337878904	12.1	1
5	-6.15153696297332	12.1	1
6	-15.3679354472242	12.1	1
1	-0.0298235066063295	12.2	1
2	-0.00622991391664279	12.2	1
3	-0.014010109814152	12.2	1
4	-0.25714674174043	12.2	1
5	-1.10919779109175	12.2	1
6	-3.80234436274169	12.2	1
7	-11.8840399008092	12.2	1
8	-15.3679354472242	12.2	1
1	-0.0155930376064601	12.3	1
2	-0.152405674089678	12.3	1
3	-0.680357295181673	12.3	1
4	-2.50082204907386	12.3	1
5	-7.97958349946066	12.3	1
6	-15.5140634829024	12.3	1
1	-0.00603839167596188	12.4	1
2	-0.00570245151258115	12.4	1
3	-1.7251258421563e-05	12.4	1
4	-0.205057841936038	12.4	1
5	-0.906276801763434	12.4	1
6	-3.18989196190721	12.4	1
7	-10.046802558228	12.4	1
8	-15.3081448789318	12.4	1
1	-0.000957249388510009	12.5	1
2	-0.0824259699699698	12.5	1
3	-0.321069182656018	12.5	1
4	-1.34084580639441	12.5	1
5	-4.49884446512699	12.5	1
6	-13.9748207246751	12.5	1
7	-16.2130334872384	12.5	1
1	-0.000245625843654006	12.6	1
2	-1.06196135435987	12.6	1
3	-3.66005713872376	12.6	1
4	-11.4569015874261	12.6	1
5	-14.4647596424766	12.6	1
1	-0.00388915299976645	12.7	1
2	-0.556175654714165	12.7	1
3	-2.1143910562636	12.7	1
4	-6.82027134693398	12.7	1
5	-15.0086132165989	12.7	1
1	-0.0119618997633923	12.8	1
2	-0.56364254757648	12.8	1
3	-2.13788516604887	12.8	1
4	-6.890756035743	12.8	1
5	-14.9574940492315	12.8	1
1	-0.0246325186406141	12.9	1
2	-0.00129984633157002	12.9	1
3	-0.0388382941207014	12.9	1
4	-0.0488179838663567	12.9	1
5	-0.110878455279328	12.9	1
6	-0.478320579537675	12.9	1
7	-1.86663404865779	12.9	1
8	-6.07695115780104	12.9	1
9	-15.2125531260768	12.9	1
1	-0.0421788353830183	13	1
2	-0.0688239890840146	13	1
3	-0.238879898737847	13	1
4	-1.03981226258518	13	1
5	-3.59329210257899	13	1
6	-11.2570549905818	13	1
7	-15.2587909777991	13	1
1	-0.0650136877650273	13.1	1
2	-0.215017511770673	13.1	1
3	-0.946367375434486	13.1	1
4	-3.31119109257004	13.1	1
5	-10.4106942822061	13.1	1
6	-15.2587909777991	13.1	1
1	-0.0937274894413653	13.2	1
2	-0.385769422228164	13.2	1
3	-1.56278581865055	13.2	1
4	-5.16518589162218	13.2	1
5	-15.2587909777991	13.2	1
1	-0.129157823254263	13.3	1
2	-0.5706029822793	13.3	1
3	-2.15975011647822	13.3	1
4	-6.95635287131542	13.3	1
5	-15.2587909777991	13.3	1
1	-0.172505960462222	13.4	1
2	-0.76977458697134	13.4	1
3	-2.77501390882916	13.4	1
4	-8.80216164718642	13.4	1
5	-15.2587909777991	13.4	1
1	-0.225540946513568	13.5	1
2	-0.988004123399145	13.5	1
3	-3.43698352245759	13.5	1
4	-10.788067785171	13.5	1
5	-15.2587909777991	13.5	1
1	-0.290981194531484	13.6	1
2	-1.233699033698	13.6	1
3	-4.17688395847338	13.6	1
4	-13.0046943355284	13.6	1
5	-15.2587909777991	13.6	1
1	-0.373275257646208	13.7	1
2	-1.52067445568527	13.7	1
3	-5.03878911092689	13.7	1
4	-15.2587909777991	13.7	1
1	-0.480414966876824	13.8	1
2	-1.87337639999761	13.8	1
3	-6.09718042075355	13.8	1
4	-15.2587909777991	13.8	1
1	-0.629024886062115	13.9	1
2	-2.34207470486296	13.9	1
3	-7.50333728183214	13.9	1
4	-15.2587909777991	13.9	1
1	-0.864113259665442	14	1
2	-3.06209183069002	14	1
3	-9.66339747909614	14	1
4	-15.2587909777991	14	1
1	-1.42994317228006	14.1	1
2	-4.76641075613251	14.1	1
3	-14.6331234282682	14.1	1
4	-15.2587909777991	14.1	1
1	-1.20209760029638	14.2	1
2	-4.08187025570395	14.2	1
3	-12.7223469941602	14.2	1
4	-15.2587909777991	14.2	1
1	-0.790178308945469	14.3	1
2	-2.83726241731946	14.3	1
3	-8.9889075040399	14.3	1
4	-15.2587909777991	14.3	1
1	-0.585331840729928	14.4	1
2	-2.20591045904645	14.4	1
3	-7.09483749212004	14.4	1
4	-15.2587909777991	14.4	1
1	-0.449864306169067	14.5	1
2	-1.77451220271263	14.5	1
3	-5.80054744037399	14.5	1
4	-15.2587909777991	14.5	1
1	-0.350193232603652	14.6	1
2	-1.44199628761095	14.6	1
3	-4.80259927672835	14.6	1
4	-15.2587909777991	14.6	1
1	-0.272796886957692	14.7	1
2	-1.16737875436415	14.7	1
3	-3.97744550785264	14.7	1
4	-12.4094109042246	14.7	1
5	-15.2587909777991	14.7	1
1	-0.210876042679564	14.8	1
2	-0.929781128492834	14.8	1
3	-3.26103044382195	14.8	1
4	-10.2602118995702	14.8	1
5	-15.2587909777991	14.8	1
1	-0.160539437435329	14.9	1
2	-0.717085999668518	14.9	1
3	-2.61375657737855	14.9	1
4	-8.31838869352046	14.9	1
5	-15.2587909777991	14.9	1
1	-0.119364783455497	15	1
2	-0.521902788772191	15	1
3	-2.00600012765903	15	1
4	-6.49508361515344	15	1
5	-15.2587909777991	15	1
1	-0.0857557238446519	15.1	1
2	-0.340461783120855	15.1	1
3	-1.40844807884446	15.1	1
4	-4.70186924726574	15.1	1
5	-14.5226412772516	15.1	1
6	-15.2587909777991	15.1	1
1	-0.0586192813447677	15.2	1
2	-0.174263597096345	15.2	1
3	-0.777388188391597	15.2	1
4	-2.79825352626484	15.2	1
5	-8.87188096317929	15.2	1
6	-15.2587909777991	15.2	1
1	-0.0371900669660055	15.3	1
2	-0.0394770768347036	15.3	1
3	-0.0525458801234804	15.3	1
4	-0.13500136290325	15.3	1
5	-0.598920813011394	15.3	1
6	-2.24837632837982	15.3	1
7	-7.22223778584736	15.3	1
8	-15.2587909777991	15.3	1
1	-0.0209285562779609	15.4	1
2	-0.0212389779789265	15.4	1
3	-0.0182975964708947	15.4	1
4	-0.0613900734748905	15.4	1
5	-0.192020332437624	15.4	1
6	-0.852684631405143	15.4	1
7	-3.02740418651616	15.4	1
8	-9.55933357850979	15.4	1
9	-15.7359122325188	15.4	1
1	-0.00945982541894688	15.5	1
2	-0.633673987414509	15.5	1
3	-2.35650225219161	15.5	1
4	-7.5466204481041	15.5	1
5	-15.3679354472242	15.5	1
1	-0.0025360152551059	15.6	1
2	-0.0017778084501213	15.6	1
3	-0.907427456111515	15.6	1
4	-3.19337616974217	15.6	1
5	-10.0572475742081	15.6	1
6	-14.9574940492315	15.6	1
1	-1.37702417265918e-05	15.7	1
2	-0.00145502116516572	15.7	1
3	-0.0183479335653523	15.7	1
4	-0.060294333137874	15.7	1
5	-0.185014281062389	15.7	1
6	-0.823313965408192	15.7	1
7	-2.93815528838511	15.7	1
