group	x	y	showSelected2	row_in_group	na_group
1	0	-0.241249933703854	1.33333333333333	1	0
1	0.0631475910269305	-0.17376371748378	1.33333333333333	2	0
1	0.126295182053861	-0.107166301153475	1.33333333333333	3	0
1	0.189442773080792	-0.0414576847129347	1.33333333333333	4	0
1	0.252590364107722	0.023362131837839	1.33333333333333	5	0
1	0.315737955134653	0.0872931484988513	1.33333333333333	6	0
1	0.378885546161583	0.150335365270097	1.33333333333333	7	0
1	0.442033137188514	0.212488782151576	1.33333333333333	8	0
1	0.505180728215444	0.27375339914329	1.33333333333333	9	0
1	0.568328319242375	0.334129216245238	1.33333333333333	10	0
1	0.631475910269305	0.393616233457422	1.33333333333333	11	0
1	0.694623501296236	0.452214450779842	1.33333333333333	12	0
1	0.757771092323166	0.509923868212495	1.33333333333333	13	0
1	0.820918683350097	0.566744485755383	1.33333333333333	14	0
1	0.884066274377027	0.622676303408503	1.33333333333333	15	0
1	0.947213865403958	0.677719321171862	1.33333333333333	16	0
1	1.01036145643089	0.731873539045452	1.33333333333333	17	0
1	1.07350904745782	0.785138957029279	1.33333333333333	18	0
1	1.13665663848475	0.837515575123342	1.33333333333333	19	0
1	1.19980422951168	0.889003393327637	1.33333333333333	20	0
1	1.26295182053861	0.939602411642167	1.33333333333333	21	0
1	1.32609941156554	0.989312630066933	1.33333333333333	22	0
1	1.38924700259247	1.03813404860193	1.33333333333333	23	0
1	1.4523945936194	1.08606666724717	1.33333333333333	24	0
1	1.51554218464633	1.13311048600264	1.33333333333333	25	0
1	1.57868977567326	1.17926550486834	1.33333333333333	26	0
1	1.64183736670019	1.22453172384428	1.33333333333333	27	0
1	1.70498495772712	1.26890914293045	1.33333333333333	28	0
1	1.76813254875405	1.31239776212686	1.33333333333333	29	0
1	1.83128013978099	1.35499758143351	1.33333333333333	30	0
1	1.89442773080792	1.39670860085038	1.33333333333333	31	0
1	1.95757532183485	1.4375308203775	1.33333333333333	32	0
1	2.02072291286178	1.47746424001484	1.33333333333333	33	0
1	2.08387050388871	1.51650885976243	1.33333333333333	34	0
1	2.14701809491564	1.55466467962024	1.33333333333333	35	0
1	2.21016568594257	1.59193169958829	1.33333333333333	36	0
1	2.2733132769695	1.62830991966658	1.33333333333333	37	0
1	2.33646086799643	1.6637993398551	1.33333333333333	38	0
1	2.39960845902336	1.69839996015386	1.33333333333333	39	0
1	2.46275605005029	1.73211178056285	1.33333333333333	40	0
1	2.52590364107722	1.76493480108207	1.33333333333333	41	0
1	2.58905123210415	1.79686902171153	1.33333333333333	42	0
1	2.65219882313108	1.82791444245122	1.33333333333333	43	0
1	2.71534641415801	1.85807106330115	1.33333333333333	44	0
1	2.77849400518494	1.88733888426132	1.33333333333333	45	0
1	2.84164159621187	1.91571790533172	1.33333333333333	46	0
1	2.9047891872388	1.94320812651235	1.33333333333333	47	0
1	2.96793677826573	1.96980954780322	1.33333333333333	48	0
1	3.03108436929267	1.99552216920432	1.33333333333333	49	0
1	6.6304970578277	1.99195537128513	1.33333333333333	106	56
1	6.69364464885464	1.96611759907984	1.33333333333333	107	56
1	6.75679223988157	1.93939102698479	1.33333333333333	108	56
1	6.8199398309085	1.91177565499998	1.33333333333333	109	56
1	6.88308742193543	1.8832714831254	1.33333333333333	110	56
1	6.94623501296236	1.85387851136105	1.33333333333333	111	56
1	7.00938260398929	1.82359673970694	1.33333333333333	112	56
1	7.07253019501622	1.79242616816306	1.33333333333333	113	56
1	7.13567778604315	1.76036679672942	1.33333333333333	114	56
1	7.19882537707008	1.72741862540601	1.33333333333333	115	56
1	7.26197296809701	1.69358165419284	1.33333333333333	116	56
1	7.32512055912394	1.6588558830899	1.33333333333333	117	56
1	7.38826815015087	1.6232413120972	1.33333333333333	118	56
1	7.4514157411778	1.58673794121473	1.33333333333333	119	56
1	7.51456333220473	1.5493457704425	1.33333333333333	120	56
1	7.57771092323166	1.5110647997805	1.33333333333333	121	56
1	7.64085851425859	1.47189502922874	1.33333333333333	122	56
1	7.70400610528552	1.43183645878721	1.33333333333333	123	56
1	7.76715369631245	1.39088908845591	1.33333333333333	124	56
1	7.83030128733938	1.34905291823485	1.33333333333333	125	56
1	7.89344887836631	1.30632794812403	1.33333333333333	126	56
1	7.95659646939325	1.26271417812344	1.33333333333333	127	56
1	8.01974406042018	1.21821160823308	1.33333333333333	128	56
1	8.08289165144711	1.17282023845296	1.33333333333333	129	56
1	8.14603924247404	1.12654006878307	1.33333333333333	130	56
1	8.20918683350097	1.07937109922342	1.33333333333333	131	56
1	8.2723344245279	1.031313329774	1.33333333333333	132	56
1	8.33548201555483	0.982366760434823	1.33333333333333	133	56
1	8.39862960658176	0.932531391205875	1.33333333333333	134	56
1	8.46177719760869	0.881807222087161	1.33333333333333	135	56
1	8.52492478863562	0.830194253078684	1.33333333333333	136	56
1	8.58807237966255	0.77769248418044	1.33333333333333	137	56
1	8.65121997068948	0.724301915392432	1.33333333333333	138	56
1	8.71436756171641	0.670022546714657	1.33333333333333	139	56
1	8.77751515274334	0.614854378147117	1.33333333333333	140	56
1	8.84066274377027	0.558797409689813	1.33333333333333	141	56
1	8.9038103347972	0.501851641342743	1.33333333333333	142	56
1	8.96695792582413	0.444017073105908	1.33333333333333	143	56
1	9.03010551685106	0.385293704979307	1.33333333333333	144	56
1	9.093253107878	0.325681536962941	1.33333333333333	145	56
1	9.15640069890492	0.265180569056811	1.33333333333333	146	56
1	9.21954828993186	0.203790801260913	1.33333333333333	147	56
1	9.28269588095879	0.141512233575253	1.33333333333333	148	56
1	9.34584347198572	0.0783448659998249	1.33333333333333	149	56
1	9.40899106301265	0.0142886985346336	1.33333333333333	150	56
1	9.47213865403958	-0.0506562688203248	1.33333333333333	151	56
1	9.53528624506651	-0.116490036065049	1.33333333333333	152	56
1	9.59843383609344	-0.183212603199536	1.33333333333333	153	56
1	9.66158142712037	-0.25082397022379	1.33333333333333	154	56
1	9.7247290181473	-0.319324137137808	1.33333333333333	155	56
1	9.78787660917423	-0.388713103941593	1.33333333333333	156	56
1	9.85102420020116	-0.458990870635143	1.33333333333333	157	56
1	9.91417179122809	-0.530157437218456	1.33333333333333	158	56
1	9.97731938225502	-0.602212803691537	1.33333333333333	159	56
1	10.040466973282	-0.675156970054381	1.33333333333333	160	56
1	10.1036145643089	-0.748989936306993	1.33333333333333	161	56
1	10.1667621553358	-0.823711702449369	1.33333333333333	162	56
1	10.2299097463627	-0.899322268481509	1.33333333333333	163	56
1	10.2930573373897	-0.975821634403417	1.33333333333333	164	56
1	10.3562049284166	-1.05320980021509	1.33333333333333	165	56
1	10.4193525194435	-1.13148676591653	1.33333333333333	166	56
1	10.4825001104705	-1.21065253150773	1.33333333333333	167	56
1	10.5456477014974	-1.2907070969887	1.33333333333333	168	56
1	10.6087952925243	-1.37165046235943	1.33333333333333	169	56
1	10.6719428835513	-1.45348262761993	1.33333333333333	170	56
1	10.7350904745782	-1.53620359277019	1.33333333333333	171	56
1	10.7982380656051	-1.61981335781022	1.33333333333333	172	56
1	10.861385656632	-1.70431192274001	1.33333333333333	173	56
1	10.924533247659	-1.78969928755957	1.33333333333333	174	56
1	10.9876808386859	-1.8759754522689	1.33333333333333	175	56
1	11.0508284297128	-1.96314041686799	1.33333333333333	176	56
1	2.2733132769695	1.95402978179158	2.33333333333333	237	116
