fill	x	y	key	showSelected1	showSelected2	showSelected3
#7F7F7F	0.1	0.0998334166468281	1	0.1	1	f(x*) guess
#7F7F7F	10.0666444232592	-0.598691481919261	1	0.1	2	f(x*) guess
#7F7F7F	11.4045283629979	-0.91753723638326	1	0.1	3	f(x*) guess
#7F7F7F	10.9711400980193	-0.999701500042192	1	0.1	4	f(x*) guess
#7F7F7F	10.9955791513708	-0.999999999988172	1	0.1	5	f(x*) guess
#7F7F7F	10.9955742875643	-1	1	0.1	6	f(x*) guess
#7F7F7F	0.2	0.198669330795061	1	0.2	1	f(x*) guess
#7F7F7F	5.13315487558689	-0.912776370761293	1	0.2	2	f(x*) guess
#7F7F7F	4.68566337940159	-0.999642892382379	1	0.2	3	f(x*) guess
#7F7F7F	4.71239534519233	-0.999999999979745	1	0.2	4	f(x*) guess
#7F7F7F	4.71238898038469	-1	1	0.2	5	f(x*) guess
#7F7F7F	0.3	0.29552020666134	1	0.3	1	f(x*) guess
#7F7F7F	3.53272814376583	-0.381238394953024	1	0.3	2	f(x*) guess
#7F7F7F	5.95765904190759	-0.319807457284175	1	0.3	3	f(x*) guess
#7F7F7F	2.99499343643595	0.146074679085186	1	0.3	4	f(x*) guess
#7F7F7F	-0.785398163397448	0.59381830349462	1	0.3	5	f(x*) guess
#7F7F7F	-0.785398163397448	0.913105916282793	1	0.3	6	f(x*) guess
#7F7F7F	-0.785398163397448	0.99964719121169	1	0.3	7	f(x*) guess
#7F7F7F	-0.785398163397448	0.999999999980468	1	0.3	8	f(x*) guess
#7F7F7F	-0.785398163397448	1	1	0.3	9	f(x*) guess
#7F7F7F	0.4	0.389418342308651	1	0.4	1	f(x*) guess
#7F7F7F	2.76522242003911	0.367547197604172	1	0.4	2	f(x*) guess
#7F7F7F	0.23492188805033	0.232767019810867	1	0.4	3	f(x*) guess
#7F7F7F	4.41305900977628	-0.955534281890982	1	0.4	4	f(x*) guess
#7F7F7F	4.7216612676291	-0.999957012652617	1	0.4	5	f(x*) guess
#7F7F7F	4.71238871464629	-0.999999999999965	1	0.4	6	f(x*) guess
#7F7F7F	4.71238898038469	-1	1	0.4	7	f(x*) guess
#7F7F7F	0.5	0.479425538604203	1	0.5	1	f(x*) guess
#7F7F7F	2.33048772171245	0.725048580881258	1	0.5	2	f(x*) guess
#7F7F7F	1.38062347483022	0.981971575816325	1	0.5	3	f(x*) guess
#7F7F7F	1.57312256357271	0.999997294312447	1	0.5	4	f(x*) guess
#7F7F7F	1.57079632259884	1	1	0.5	5	f(x*) guess
#7F7F7F	1.5707963267949	1	1	0.5	6	f(x*) guess
#7F7F7F	0.6	0.564642473395035	1	0.6	1	f(x*) guess
#7F7F7F	2.0616959470781	0.881909117029116	1	0.6	2	f(x*) guess
#7F7F7F	1.52715168049241	0.999047723601347	1	0.6	3	f(x*) guess
#7F7F7F	1.57082406016942	0.99999999961543	1	0.6	4	f(x*) guess
#7F7F7F	1.57079632679489	1	1	0.6	5	f(x*) guess
#7F7F7F	1.5707963267949	1	1	0.6	6	f(x*) guess
#7F7F7F	0.7	0.644217687237691	1	0.7	1	f(x*) guess
#7F7F7F	1.88724183212668	0.950347544371451	1	0.7	2	f(x*) guess
#7F7F7F	1.55979264772175	0.999939460134283	1	0.7	3	f(x*) guess
#7F7F7F	1.57079677092839	0.999999999999901	1	0.7	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	0.7	5	f(x*) guess
#7F7F7F	0.8	0.717356090899523	1	0.8	1	f(x*) guess
#7F7F7F	1.77121460065047	0.979983393923886	1	0.8	2	f(x*) guess
#7F7F7F	1.56806906689472	0.999996281029024	1	0.8	3	f(x*) guess
#7F7F7F	1.57079633355665	1	1	0.8	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	0.8	5	f(x*) guess
#7F7F7F	0.9	0.783326909627483	1	0.9	1	f(x*) guess
#7F7F7F	1.69355114784232	0.992475083333372	1	0.9	2	f(x*) guess
#7F7F7F	1.57017600043367	0.999999807597609	1	0.9	3	f(x*) guess
#7F7F7F	1.57079632687447	1	1	0.9	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	0.9	5	f(x*) guess
#7F7F7F	1	0.841470984807897	1	1	1	f(x*) guess
#7F7F7F	1.64209261593433	0.997459496000245	1	1	2	f(x*) guess
#7F7F7F	1.57067527716125	0.999999992673493	1	1	3	f(x*) guess
#7F7F7F	1.57079632679549	1	1	1	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1	5	f(x*) guess
#7F7F7F	1.1	0.891207360061435	1	1.1	1	f(x*) guess
#7F7F7F	1.60896810523906	0.99927154612323	1	1.1	2	f(x*) guess
#7F7F7F	1.57077777614515	0.999999999827937	1	1.1	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.1	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.1	5	f(x*) guess
#7F7F7F	1.2	0.932039085967226	1	1.2	1	f(x*) guess
#7F7F7F	1.5887795693682	0.999838305850962	1	1.2	2	f(x*) guess
#7F7F7F	1.57079438796845	0.99999999999812	1	1.2	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.2	4	f(x*) guess
#7F7F7F	1.3	0.963558185417193	1	1.3	1	f(x*) guess
#7F7F7F	1.57761564654113	0.999976748529205	1	1.3	2	f(x*) guess
#7F7F7F	1.57079622108638	0.999999999999994	1	1.3	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.3	4	f(x*) guess
#7F7F7F	1.4	0.98544972998846	1	1.4	1	f(x*) guess
#7F7F7F	1.5724767258318	0.999998588129871	1	1.4	2	f(x*) guess
#7F7F7F	1.57079632521322	1	1	1.4	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.4	4	f(x*) guess
#7F7F7F	1.5	0.997494986604054	1	1.5	1	f(x*) guess
#7F7F7F	1.57091484430265	0.9999999929768	1	1.5	2	f(x*) guess
#7F7F7F	1.57079632679434	1	1	1.5	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.5	4	f(x*) guess
#7F7F7F	1.6	0.999573603041505	1	1.6	1	f(x*) guess
#7F7F7F	1.57078802180006	0.999999999965513	1	1.6	2	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.6	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.6	4	f(x*) guess
#7F7F7F	1.7	0.991664810452469	1	1.7	1	f(x*) guess
#7F7F7F	1.57007253566179	0.999999738063209	1	1.7	2	f(x*) guess
#7F7F7F	1.57079632692129	1	1	1.7	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.7	4	f(x*) guess
#7F7F7F	1.8	0.973847630878195	1	1.8	1	f(x*) guess
#7F7F7F	1.56669646514599	0.999991595579002	1	1.8	2	f(x*) guess
#7F7F7F	1.57079634976639	1	1	1.8	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.8	4	f(x*) guess
#7F7F7F	1.9	0.946300087687414	1	1.9	1	f(x*) guess
#7F7F7F	1.55836464450345	0.999922727632893	1	1.9	2	f(x*) guess
#7F7F7F	1.57079696725975	0.999999999999795	1	1.9	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	1.9	4	f(x*) guess
#7F7F7F	2	0.909297426825682	1	2	1	f(x*) guess
#7F7F7F	1.54234244563971	0.999595215634949	1	2	2	f(x*) guess
#7F7F7F	1.5708040082581	0.999999999970498	1	2	3	f(x*) guess
#7F7F7F	1.5707963267949	1	1	2	4	f(x*) guess
#7F7F7F	2.1	0.863209366648874	1	2.1	1	f(x*) guess
#7F7F7F	1.51515219354054	0.998452264629512	1	2.1	2	f(x*) guess
#7F7F7F	1.57085382775677	0.99999999834682	1	2.1	3	f(x*) guess
#7F7F7F	1.57079632679483	1	1	2.1	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	2.1	5	f(x*) guess
#7F7F7F	2.2	0.80849640381959	1	2.2	1	f(x*) guess
#7F7F7F	1.47210422399521	0.995133886062433	1	2.2	2	f(x*) guess
#7F7F7F	1.57111800480252	0.99999994826163	1	2.2	3	f(x*) guess
#7F7F7F	1.5707963267838	1	1	2.2	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	2.2	5	f(x*) guess
#7F7F7F	2.3	0.74570521217672	1	2.3	1	f(x*) guess
#7F7F7F	1.40651553670255	0.986536232121173	1	2.3	2	f(x*) guess
#7F7F7F	1.57229033684844	0.999998883967188	1	2.3	3	f(x*) guess
#7F7F7F	1.57079632568332	1	1	2.3	4	f(x*) guess
#7F7F7F	1.5707963267949	1	1	2.3	5	f(x*) guess
#7F7F7F	2.4	0.675463180551151	1	2.4	1	f(x*) guess
#7F7F7F	1.30831397362094	0.96574883658263	1	2.4	2	f(x*) guess
#7F7F7F	1.57699530022902	0.999980786425709	1	2.4	3	f(x*) guess
#7F7F7F	1.57079624739046	0.999999999999997	1	2.4	4	f(x*) guess
