x	y	PANEL
-0.511349615642327	5.74643078345068	1
-0.456099159207016	5.80957837447761	1
-0.399030557732341	5.87272596550454	1
-0.340371303404113	5.93587355653147	1
-0.280355229217014	5.9990211475584	1
-0.219221576847691	6.06216873858533	1
-0.157214042967251	6.12531632961226	1
-0.0945798077948454	6.18846392063919	1
-0.0315685497648102	6.25161151166612	1
0.0315685497648106	6.31475910269305	1
0.0945798077948449	6.37790669371998	1
0.157214042967251	6.44105428474691	1
0.219221576847691	6.50420187577384	1
0.280355229217015	6.56734946680077	1
0.340371303404113	6.6304970578277	1
0.399030557732341	6.69364464885464	1
0.456099159207016	6.75679223988157	1
0.511349615642326	6.8199398309085	1
0.564561682511918	6.88308742193543	1
0.615523240908179	6.94623501296236	1
0.664031143110431	7.00938260398929	1
0.709892022391333	7.07253019501622	1
0.752923063833377	7.13567778604315	1
0.792952733082778	7.19882537707008	1
0.829821460135726	7.26197296809701	1
0.863382275431223	7.32512055912394	1
0.893501395714874	7.38826815015087	1
0.920058757338174	7.4514157411778	1
0.942948494867437	7.51456333220473	1
0.962079363094463	7.57771092323166	1
0.977375100766707	7.64085851425859	1
0.988774734587003	7.70400610528552	1
0.996232822271007	7.76715369631245	1
0.999719633693478	7.83030128733938	1
0.999221269401276	7.89344887836631	1
0.994739716020657	7.95659646939325	1
0.986292838338003	8.01974406042018	1
0.973914308085538	8.08289165144711	1
0.957653469715929	8.14603924247404	1
0.937575143700825	8.20918683350097	1
0.913759368137437	8.2723344245279	1
0.886301079693209	8.33548201555483	1
0.855309735160412	8.39862960658176	1
0.820908875129262	8.46177719760869	1
0.783235631518891	8.52492478863562	1
0.742440180929283	8.58807237966255	1
0.698685145993307	8.65121997068948	1
0.652144947115187	8.71436756171641	1
0.603005107179614	8.77751515274334	1
0.551461512003108	8.84066274377027	1
0.497719629475683	8.9038103347972	1
0.44199369050558	8.96695792582413	1
0.384505835032011	9.03010551685106	1
0.325485226510211	9.093253107878	1
0.265167138398679	9.15640069890492	1
0.203792016290152	9.21954828993186	1
0.141604519424952	9.28269588095879	1
0.0788525454074764	9.34584347198572	1
0.015786242013638	9.40899106301265	1
-0.0473429899715577	9.47213865403958	1
-0.110283498911275	9.53528624506651	1
-0.172784385474099	9.59843383609344	1
-0.234596502792369	9.66158142712037	1
-0.295473449634669	9.7247290181473	1
-0.355172552633428	9.78787660917423	1
-0.413455833652135	9.85102420020116	1
-0.470090958436003	9.91417179122809	1
-0.524852162764469	9.97731938225502	1
-0.577521152413588	10.040466973282	1
-0.627887973340858	10.1036145643089	1
-0.675751848623609	10.1667621553358	1
-0.720921978814716	10.2299097463627	1
-0.763218302525169	10.2930573373897	1
-0.802472214201577	10.3562049284166	1
-0.838527236237377	10.4193525194435	1
-0.87123964273846	10.4825001104705	1
-0.900479032456751	10.5456477014974	1
-0.926128848607841	10.6087952925243	1
-0.948086843500509	10.6719428835513	1
-0.966265486126022	10.7350904745782	1
-0.980592311082404	10.7982380656051	1
-0.991010207442792	10.861385656632	1
-0.997477646416339	10.924533247659	1
-0.999968846894156	10.9876808386859	1
-0.998473878220379	11.0508284297128	1
-0.99299869977867	11.1139760207398	1
-0.98356513723637	11.1771236117667	1
-0.970210795540986	11.2402712027936	1
-0.95298890901584	11.3034187938206	1
-0.931968129152435	11.3665663848475	1
-0.907232250945482	11.4297139758744	1
-0.878879878861461	11.4928615669014	1
-0.847024033772299	11.5560091579283	1
-0.811791702421021	11.6191567489552	1
-0.773323331215339	11.6823043399821	1
-0.731772266367078	11.7454519310091	1
-0.687304142609185	11.808599522036	1
-0.640096222927107	11.8717471130629	1
-0.590336691936529	11.9348947040899	1
-0.538223905724288	11.9980422951168	1
-0.48396560114284	12.0611898861437	1
-0.42777806771021	12.1243374771707	1
-0.369885285416546	12.1874850681976	1
-0.310518031874169	12.2506326592245	1
-0.249912962370308	12.3137802502515	1
-0.188311666489719	12.3769278412784	1
-0.125959705067718	12.4400754323053	1
-0.0631056313126731	12.5032230233322	1
-4.89858719658941e-16	12.5663706143592	1
