x	y	PANEL
0	0	1
0.0631056313126736	0.0631475910269305	1
0.125959705067718	0.126295182053861	1
0.188311666489718	0.189442773080792	1
0.249912962370308	0.252590364107722	1
0.310518031874169	0.315737955134653	1
0.369885285416547	0.378885546161583	1
0.42777806771021	0.442033137188514	1
0.483965601142839	0.505180728215444	1
0.538223905724289	0.568328319242375	1
0.590336691936528	0.631475910269305	1
0.640096222927107	0.694623501296236	1
0.687304142609184	0.757771092323166	1
0.731772266367077	0.820918683350097	1
0.773323331215339	0.884066274377027	1
0.811791702421021	0.947213865403958	1
0.847024033772299	1.01036145643089	1
0.87887987886146	1.07350904745782	1
0.907232250945481	1.13665663848475	1
0.931968129152435	1.19980422951168	1
0.952988909015839	1.26295182053861	1
0.970210795540986	1.32609941156554	1
0.98356513723637	1.38924700259247	1
0.99299869977867	1.4523945936194	1
0.998473878220379	1.51554218464633	1
0.999968846894156	1.57868977567326	1
0.997477646416339	1.64183736670019	1
0.991010207442792	1.70498495772712	1
0.980592311082404	1.76813254875405	1
0.966265486126022	1.83128013978099	1
0.94808684350051	1.89442773080792	1
0.926128848607841	1.95757532183485	1
0.900479032456752	2.02072291286178	1
0.87123964273846	2.08387050388871	1
0.838527236237377	2.14701809491564	1
0.802472214201578	2.21016568594257	1
0.763218302525169	2.2733132769695	1
0.720921978814716	2.33646086799643	1
0.675751848623609	2.39960845902336	1
0.627887973340858	2.46275605005029	1
0.577521152413589	2.52590364107722	1
0.524852162764469	2.58905123210415	1
0.470090958436003	2.65219882313108	1
0.413455833652134	2.71534641415801	1
0.355172552633429	2.77849400518494	1
0.29547344963467	2.84164159621187	1
0.234596502792369	2.9047891872388	1
0.172784385474099	2.96793677826573	1
0.110283498911275	3.03108436929267	1
0.0473429899715582	3.0942319603196	1
-0.015786242013637	3.15737955134653	1
-0.0788525454074764	3.22052714237346	1
-0.141604519424952	3.28367473340039	1
-0.203792016290152	3.34682232442732	1
-0.265167138398679	3.40996991545425	1
-0.325485226510212	3.47311750648118	1
-0.384505835032011	3.53626509750811	1
-0.441993690505579	3.59941268853504	1
-0.497719629475683	3.66256027956197	1
-0.551461512003107	3.7257078705889	1
-0.603005107179614	3.78885546161583	1
-0.652144947115187	3.85200305264276	1
-0.698685145993306	3.91515064366969	1
-0.742440180929283	3.97829823469662	1
-0.78323563151889	4.04144582572355	1
-0.820908875129262	4.10459341675048	1
-0.855309735160412	4.16774100777741	1
-0.886301079693209	4.23088859880435	1
-0.913759368137437	4.29403618983128	1
-0.937575143700825	4.35718378085821	1
-0.957653469715929	4.42033137188514	1
-0.973914308085538	4.48347896291207	1
-0.986292838338003	4.546626553939	1
-0.994739716020657	4.60977414496593	1
-0.999221269401276	4.67292173599286	1
-0.999719633693478	4.73606932701979	1
-0.996232822271007	4.79921691804672	1
-0.988774734587003	4.86236450907365	1
-0.977375100766707	4.92551210010058	1
-0.962079363094463	4.98865969112751	1
-0.942948494867437	5.05180728215444	1
-0.920058757338175	5.11495487318137	1
-0.893501395714874	5.1781024642083	1
-0.863382275431223	5.24125005523523	1
-0.829821460135726	5.30439764626216	1
-0.792952733082779	5.36754523728909	1
-0.752923063833377	5.43069282831602	1
-0.709892022391333	5.49384041934296	1
-0.664031143110432	5.55698801036989	1
-0.615523240908179	5.62013560139682	1
-0.564561682511918	5.68328319242375	1
