group	x	y	showSelected2	row_in_group	na_group
1	0	-0.0490051772346851	1.33333333333333	1	0
1	0.0631475910269305	0.0264848738361916	1.33333333333333	2	0
1	0.126295182053861	0.0994060306988532	1.33333333333333	3	0
1	0.189442773080792	0.1697582933533	1.33333333333333	4	0
1	0.252590364107722	0.237541661799531	1.33333333333333	5	0
1	0.315737955134653	0.302756136037546	1.33333333333333	6	0
1	0.378885546161583	0.365401716067347	1.33333333333333	7	0
1	0.442033137188514	0.425478401888932	1.33333333333333	8	0
1	0.505180728215444	0.482986193502303	1.33333333333333	9	0
1	0.568328319242375	0.537925090907458	1.33333333333333	10	0
1	0.631475910269305	0.590295094104397	1.33333333333333	11	0
1	0.694623501296236	0.640096203093122	1.33333333333333	12	0
1	0.757771092323166	0.687328417873631	1.33333333333333	13	0
1	0.820918683350097	0.731991738445925	1.33333333333333	14	0
1	0.884066274377027	0.774086164810003	1.33333333333333	15	0
1	0.947213865403958	0.813611696965867	1.33333333333333	16	0
1	1.01036145643089	0.850568334913515	1.33333333333333	17	0
1	1.07350904745782	0.884956078652948	1.33333333333333	18	0
1	1.13665663848475	0.916774928184166	1.33333333333333	19	0
1	1.19980422951168	0.946024883507168	1.33333333333333	20	0
1	1.26295182053861	0.972705944621955	1.33333333333333	21	0
1	1.32609941156554	0.996818111528528	1.33333333333333	22	0
1	1.38924700259247	1.01836138422688	1.33333333333333	23	0
1	1.4523945936194	1.03733576271703	1.33333333333333	24	0
1	1.51554218464633	1.05374124699895	1.33333333333333	25	0
1	1.57868977567326	1.06757783707266	1.33333333333333	26	0
1	1.64183736670019	1.07884553293816	1.33333333333333	27	0
1	1.70498495772712	1.08754433459544	1.33333333333333	28	0
1	1.76813254875405	1.09367424204451	1.33333333333333	29	0
1	1.83128013978099	1.09723525528536	1.33333333333333	30	0
1	1.89442773080792	1.09822737431799	1.33333333333333	31	0
1	1.95757532183485	1.09665059914241	1.33333333333333	32	0
1	2.02072291286178	1.09250492975861	1.33333333333333	33	0
1	2.08387050388871	1.0857903661666	1.33333333333333	34	0
1	2.14701809491564	1.07650690836638	1.33333333333333	35	0
1	2.21016568594257	1.06465455635794	1.33333333333333	36	0
1	2.2733132769695	1.05023331014128	1.33333333333333	37	0
1	2.33646086799643	1.03324316971641	1.33333333333333	38	0
1	2.39960845902336	1.01368413508332	1.33333333333333	39	0
1	2.46275605005029	0.991556206242019	1.33333333333333	40	0
1	2.52590364107722	0.966859383192502	1.33333333333333	41	0
1	2.58905123210415	0.939593665934769	1.33333333333333	42	0
1	2.65219882313108	0.909759054468821	1.33333333333333	43	0
1	2.71534641415801	0.877355548794658	1.33333333333333	44	0
1	2.77849400518494	0.84238314891228	1.33333333333333	45	0
1	2.84164159621187	0.804841854821686	1.33333333333333	46	0
1	2.9047891872388	0.764731666522877	1.33333333333333	47	0
1	2.96793677826573	0.722052584015853	1.33333333333333	48	0
1	3.03108436929267	0.676804607300613	1.33333333333333	49	0
1	3.0942319603196	0.628987736377159	1.33333333333333	50	0
1	3.15737955134653	0.578601971245489	1.33333333333333	51	0
1	3.22052714237346	0.525647311905604	1.33333333333333	52	0
1	3.28367473340039	0.470123758357504	1.33333333333333	53	0
1	3.34682232442732	0.412031310601188	1.33333333333333	54	0
1	3.40996991545425	0.351369968636658	1.33333333333333	55	0
1	3.47311750648118	0.288139732463911	1.33333333333333	56	0
